gene_id,PM2601,PM2602,PM2603,PM2604
gene-PA1460,2433,2284,3260,3515
gene-PA1461,2035,1870,2938,3219
gene-PA1462,3401,3452,4228,5231
gene-PA1463,2094,2085,3185,3887
gene-PA1464,3861,2974,5432,5547
gene-PA1465,421,432,966,1313
gene-PA1466,1064,1268,1588,1918
gene-PA1467,567,709,550,850
gene-PA1468,442,455,242,433
gene-PA1469,439,478,411,653
gene-PA1470,537,602,493,786
gene-PA1471,2331,2394,1556,1969
gene-PA1472,796,984,578,884
gene-PA1473,851,1024,1041,1381
gene-PA1474,2092,2532,3421,4461
gene-PA1475,1664,1614,2270,2575
gene-PA1476,1107,1241,1399,1636
gene-PA1477,1918,1806,2022,2153
gene-PA1478,774,860,1131,1172
gene-PA1479,1871,1987,2729,2840
gene-PA1480,6217,5699,8860,9550
gene-PA1481,2638,2849,3850,4601
gene-PA1482,3523,3333,4047,4746
gene-PA1483,2419,2687,3638,4025
gene-PA1483a,517,570,644,808
gene-PA1484,968,922,724,1012
gene-PA1485,1025,1204,791,1220
gene-PA1486,316,336,654,1043
gene-PA1487,1006,1205,1112,1691
gene-PA1488,495,596,766,1204
gene-PA1489,1144,1378,1191,1622
gene-PA1490,1430,1687,1019,1313
gene-PA1491,1075,990,665,782
gene-PA1492,311,475,310,347
gene-PA1493,9855,10374,8427,10076
gene-PA1494,2793,2635,2650,3321
gene-PA1495,297,382,442,868
gene-PA1496,981,1030,1001,1157
gene-PA1497,173,170,229,440
gene-PA1498,853,1195,870,1299
gene-PA1499,792,1008,643,1172
gene-PA1500,678,950,642,896
gene-PA1501,770,906,560,903
gene-PA1502,1295,1767,953,1537
gene-PA1503,309,292,272,366
gene-PA1504,4122,4254,3537,4299
gene-PA1505,4127,5845,6452,8611
gene-PA1506,269,353,491,665
gene-PA1507,1076,1481,927,1329
gene-PA1508,443,273,245,266
gene-PA1509,1922,1113,776,1019
gene-PA1510,2212,1188,683,776
gene-PA1511,2871,2489,1529,2319
gene-PA1512,640,520,347,444
gene-PA1513,1895,1728,2547,3035
gene-PA1514,842,685,928,981
gene-PA1515,1575,1570,1649,2202
gene-PA1516,1272,1532,1734,1967
gene-PA1517,2098,2385,2604,3266
gene-PA1518,1054,876,820,967
gene-PA1519,1063,1118,714,1109
gene-PA1520,4775,5701,4404,5089
gene-PA1521,2410,2669,3403,4099
gene-PA1522,790,1020,1341,1719
gene-PA1523,2258,2635,3753,4342
gene-PA1524,1108,1808,2507,3571
gene-PA1525,1092,1142,603,918
gene-PA1526,3648,4762,4115,5008
gene-PA1527,7790,7894,9117,10881
gene-PA1528,6887,6880,7554,8642
gene-PA1529,5478,5768,6441,7556
gene-PA1530,914,788,1006,1064
gene-PA1530.1,1807,1967,1775,2076
gene-PA1531,1516,1729,1362,1684
gene-PA1532,10446,9879,12734,14136
gene-PA1533,7900,7944,9221,10348
gene-PA1534,4428,4567,5473,5856
gene-PA1535,1612,1633,1253,1783
gene-PA1536,867,928,765,1092
gene-PA1537,519,728,605,888
gene-PA1538,1292,1270,851,1188
gene-PA1539,816,743,1123,1475
gene-PA1540,581,621,784,1040
gene-PA1541,950,801,709,796
gene-PA1542,1308,1015,1019,1197
gene-PA1543,3921,4340,4261,4593
gene-PA1544,5264,5456,6678,7092
gene-PA1545,727,683,970,1016
gene-PA1546,19557,19000,30365,34305
gene-PA1547,587,781,1022,1232
gene-PA1548,700,865,1090,1159
gene-PA1549,4633,5018,10126,11584
gene-PA1550,3179,3137,6184,6955
gene-PA1551,10599,11911,20843,24377
gene-PA1552,27897,27662,33358,38016
gene-PA1552.1,6716,6547,7129,8628
gene-PA1553,12507,12816,16454,17443
gene-PA1554,44498,39658,48163,50584
gene-PA1555,20370,17295,29058,34811
gene-PA1555.1,3668,2939,4629,5677
gene-PA1556,7790,6286,12799,13267
gene-PA1557,31340,26665,43841,50351
gene-PA1558,391,445,436,622
gene-PA1561,12336,10926,30357,33377
gene-PA1562,11443,12985,31111,34789
gene-PA1563,2268,2900,2190,2819
gene-PA1564,1038,1077,1219,1381
gene-PA1565,2041,2304,2456,2858
gene-PA1566,906,1195,1343,2145
gene-PA1567,767,875,886,1401
gene-PA1568,285,321,235,282
gene-PA1569,897,1115,740,1178
gene-PA1570,1001,1243,1098,1436
gene-PA1571,931,970,1081,1252
gene-PA1572,1043,1122,1413,1637
gene-PA1573,1002,1116,1245,1398
gene-PA1574,1179,1193,1231,1420
gene-PA1575,700,912,564,757
gene-PA1576,1206,1319,1486,1722
gene-PA1577,686,652,483,556
gene-PA1578,275,246,402,671
gene-PA1578a,288,340,244,327
gene-PA1579,2562,2407,2003,2323
gene-PA1580,56211,58121,50128,60434
gene-PA1581,27801,27438,26793,29653
gene-PA1582,20705,19299,22145,24398
gene-PA1583,84695,88844,106204,119546
gene-PA1584,39244,41454,44571,52914
gene-PA1585,113317,109663,118502,135412
gene-PA1586,36913,35804,41623,49544
gene-PA1587,47974,51378,62344,71127
gene-PA1588,106764,102928,107118,120517
gene-PA1589,59448,56426,63028,69628
gene-PA1590,5399,5085,5437,5572
gene-PA1591,1297,1262,1186,1497
gene-PA1592,70935,71520,49325,59539
gene-PA1593,835,734,830,1166
gene-PA1594,768,824,737,1022
gene-PA1595,717,811,866,1233
gene-PA1596,13574,15403,30878,34824
gene-PA1597,634,785,1119,1588
gene-PA1598,873,1119,1246,1561
gene-PA1599,549,661,834,1250
gene-PA1600,631,697,1270,2098
gene-PA1601,2490,3104,4851,7031
gene-PA1602,1722,2121,1653,2478
gene-PA1603,539,603,642,993
gene-PA1604,1256,1299,1474,1840
gene-PA1605,1246,1116,825,1141
gene-PA1606,649,543,386,508
gene-PA1607,738,922,1410,1699
gene-PA1608,3784,4054,5799,6455
gene-PA1609,75854,85251,91232,113617
gene-PA1610,23629,25814,27607,32681
gene-PA1611,3525,3746,3394,4442
gene-PA1612,1108,1151,1016,1325
gene-PA1613,4415,5098,3575,4643
gene-PA1614,4713,4529,5688,6409
gene-PA1615,1315,1194,1649,1807
gene-PA1616,1020,1105,1788,2091
gene-PA1617,1602,1772,1293,1833
gene-PA1618,1114,1436,1290,1634
gene-PA1619,590,783,921,1369
gene-PA1620,238,230,368,480
gene-PA1621,672,870,1025,1363
gene-PA1622,707,787,723,1045
gene-PA1623,2133,2128,2876,3271
gene-PA1624,1342,1623,2826,3298
gene-PA1625,1129,1385,915,1202
gene-PA1626,880,992,1149,1435
gene-PA1627,1067,1277,905,1305
gene-PA1628,486,721,806,1424
gene-PA1629,514,570,451,645
gene-PA1630,950,995,860,1034
gene-PA1631,1083,1336,831,1220
gene-PA1632,190,206,116,162
gene-PA1633,1672,1756,1847,2545
gene-PA1634,1522,1766,2347,3160
gene-PA1635,365,312,450,761
gene-PA1636,1385,1427,2162,3013
gene-PA1637,584,691,747,1014
gene-PA1638,1300,1672,1122,1532
gene-PA1639,1666,1682,1257,1452
gene-PA1640,2594,3045,2542,3165
gene-PA1641,549,610,535,673
gene-PA1642,2879,3407,4480,4882
gene-PA1643,2978,3394,3917,4640
gene-PA1643a,954,928,838,1063
gene-PA1644,2340,2429,2568,2948
gene-PA1645,253,285,627,895
gene-PA1646,909,1233,1004,1829
gene-PA1647,1658,1813,1924,2598
gene-PA1648,852,786,605,725
gene-PA1649,513,758,513,765
gene-PA1650,785,887,937,1108
gene-PA1651,1522,1850,2009,2320
gene-PA1652,476,601,503,862
gene-PA1653,563,686,691,967
gene-PA1654,3909,4876,6273,7752
gene-PA1655,2502,2329,2984,3506
gene-PA1656,1468,1283,970,1308
gene-PA1657,861,698,592,539
gene-PA1658,2047,1572,1179,1393
gene-PA1659,542,518,390,494
gene-PA1660,1219,1376,1028,1465
gene-PA1661,922,917,465,782
gene-PA1662,1455,1730,1309,2267
gene-PA1663,1068,1318,870,1439
gene-PA1664,138,195,118,165
gene-PA1665,604,797,726,1245
gene-PA1666,510,523,352,585
gene-PA1667,1143,1286,809,1166
gene-PA1668,674,603,349,474
gene-PA1669,2024,2564,1907,2980
gene-PA1670,309,485,428,715
gene-PA1671,536,717,627,991
gene-PA1672,627,522,596,714
gene-PA1673,3142,2465,6121,6215
gene-PA1674,4678,5261,5203,5277
gene-PA1675,2031,1980,1782,1969
gene-PA1676,615,702,751,1041
gene-PA1677,4863,5433,5927,7371
gene-PA1678,2149,2111,2391,2579
gene-PA1679,1686,1742,2448,2834
gene-PA1680,860,772,1202,1777
gene-PA1681,5135,5385,6000,6875
gene-PA1682,2361,2651,2330,2948
gene-PA1683,1654,2024,1969,2260
gene-PA1684,3114,3300,3786,4206
gene-PA1685,1517,1684,2058,2432
gene-PA1686,1180,1460,1884,2486
gene-PA1687,3800,3950,3352,3586
gene-PA1688,3848,4418,2484,3019
gene-PA1689,9688,10392,7986,9393
gene-PA1690,2112,2253,1848,2324
gene-PA1691,2196,2128,2675,3277
gene-PA1692,1676,1391,1744,2148
gene-PA1693,4852,5053,5269,6292
gene-PA1694,2980,2694,4028,5573
gene-PA1695,3207,2915,5388,8645
gene-PA1696,2112,1993,3568,4574
gene-PA1697,5720,5890,9270,10563
gene-PA1698,5716,6220,7793,10076
gene-PA1699,2424,1885,2413,2602
gene-PA1700,805,892,2337,3340
gene-PA1701,1408,1287,2960,4260
gene-PA1702,373,375,799,1250
gene-PA1703,7079,6314,8477,10776
gene-PA1704,1354,1184,2048,2723
gene-PA1705,783,707,1801,2159
gene-PA1706,9178,9358,10718,13697
gene-PA1707,5858,5866,7275,9591
gene-PA1708,23124,22296,28323,35737
gene-PA1709,15778,14212,19448,23249
gene-PA1710,3019,2675,3617,4038
gene-PA1711,1103,929,1568,1868
gene-PA1712,1357,1039,1504,1674
gene-PA1713,6406,4903,4851,5599
gene-PA1714,3975,4126,5764,6371
gene-PA1715,2369,2311,3112,3888
gene-PA1716,8514,8472,10677,12521
gene-PA1717,4095,4147,6431,7485
gene-PA1718,3859,3662,4005,5082
gene-PA1719,4615,3815,4401,5420
gene-PA1720,1131,1009,1768,2336
gene-PA1721,2551,2616,3077,4356
gene-PA1722,1777,1577,2511,3038
gene-PA1723,3887,3113,3760,4438
gene-PA1724,2268,2311,2771,3266
gene-PA1725,1394,1521,1512,2005
gene-PA1726,3357,3841,3889,5062
gene-PA1727,2559,3035,3150,3953
gene-PA1728,678,742,869,1159
gene-PA1729,620,831,1255,1385
gene-PA1730,1299,1480,1288,1623
gene-PA1731,665,968,834,1155
gene-PA1732,437,641,713,1012
gene-PA1733,762,951,914,1197
gene-PA1734,738,979,773,1065
gene-PA1735,831,866,544,674
gene-PA1736,1019,1283,1176,1463
gene-PA1737,1431,1927,1570,2122
gene-PA1738,1813,2434,2157,2879
gene-PA1739,491,409,335,561
gene-PA1740,778,1053,1264,1644
gene-PA1741,883,1066,918,1153
gene-PA1742,3182,3167,4452,5314
gene-PA1743,108,124,142,206
gene-PA1744,215,226,160,209
gene-PA1745,306,358,303,545
gene-PA1746,1264,1262,4505,4320
gene-PA1747,422,428,494,578
gene-PA1748,2291,2256,2197,2512
gene-PA1749,1136,1149,1335,1479
gene-PA1750,10514,11485,9586,10593
gene-PA1751,611,623,452,648
gene-PA1752,1195,1221,1052,1452
gene-PA1753,1123,972,913,974
gene-PA1754,7133,7642,7803,8389
gene-PA1755,639,754,578,761
gene-PA1756,2384,2731,1912,2122
gene-PA1757,2395,2394,1483,1662
gene-PA1758,2694,3221,2974,3726
gene-PA1759,3870,4562,4336,5183
gene-PA1760,1977,2389,2242,2943
gene-PA1761,489,471,326,578
gene-PA1762,622,472,343,476
gene-PA1763,876,710,463,534
gene-PA1764,1143,1144,640,903
gene-PA1765,1053,1146,769,1063
gene-PA1766,6899,7115,7210,8679
gene-PA1767,14385,12733,15355,16411
gene-PA1768,12414,12121,10414,11411
gene-PA1769,4247,4564,4152,4925
gene-PA1770,23785,24113,26238,27965
gene-PA1771,2273,2166,2340,2659
gene-PA1772,1488,1273,1898,1966
gene-PA1773,1595,1496,1239,1403
gene-PA1774,1986,2006,1971,2089
gene-PA1775,5324,5027,5279,5728
gene-PA1776,13176,12353,10927,13009
gene-PA1777,335430,388025,373436,435972
gene-PA1778,1129,1315,1076,1361
gene-PA1779,1532,2116,1517,2263
gene-PA1780,365,469,205,364
gene-PA1781,1774,1735,889,1334
gene-PA1781.1,168,163,61,152
gene-PA1782,533,924,690,1118
gene-PA1783,530,744,531,970
gene-PA1784,453,486,280,490
gene-PA1785,372,538,319,550
gene-PA1786,826,1205,851,1380
gene-PA1787,62592,62097,81479,90157
gene-PA1788,616,472,416,438
gene-PA1789,5861,5429,10908,11132
gene-PA1790,1583,1747,1275,1497
gene-PA1791,12153,10779,4454,4626
gene-PA1792,3721,3816,4351,4892
gene-PA1793,14326,12922,12372,14268
gene-PA1794,26070,25670,28717,32630
gene-PA1795,10564,10266,12849,14281
gene-PA1796,10682,10745,12803,14143
gene-PA1796.1,2802,2086,2078,2066
gene-PA1796.2,1466,1221,1351,1274
gene-PA1796.3,917,922,839,752
gene-PA1796.4,658,661,540,505
gene-PA1797,2846,3171,2028,2620
gene-PA1797a,689,751,583,659
gene-PA1798,2581,2381,1608,2292
gene-PA1799,1984,1884,1281,1515
gene-PA1800,46410,43451,43260,46279
gene-PA1801,18286,19680,18755,21413
gene-PA1802,38474,39642,45939,51168
gene-PA1803,52980,40502,43848,49320
gene-PA1804,33491,27818,34896,36617
gene-PA1804.1,1389,1675,1922,1955
gene-PA1805,17437,17325,18604,19819
gene-PA1806,2829,3162,3311,4044
gene-PA1807,5395,5497,6362,7722
gene-PA1808,2937,2556,2979,3350
gene-PA1809,2271,1875,2256,2851
gene-PA1810,5404,5126,5908,6740
gene-PA1811,4803,5267,4268,5406
gene-PA1812,21467,22418,23278,25164
gene-PA1813,2145,2280,2147,2463
gene-PA1814,1414,1602,1807,2222
gene-PA1815,2007,1878,1893,1967
gene-PA1816,2931,2663,3314,3589
gene-PA1817,1299,1233,1649,1704
gene-PA1818,3505,4033,3980,4634
gene-PA1819,1568,1850,2179,2684
gene-PA1820,2616,2464,2482,3063
gene-PA1821,2393,2580,2790,3018
gene-PA1822,4877,5622,6900,8037
gene-PA1823,1761,1999,2370,2910
gene-PA1824,1132,1311,1484,1714
gene-PA1825,458,507,628,893
gene-PA1826,636,805,855,1145
gene-PA1827,433,577,418,729
gene-PA1828,2232,2243,2788,3373
gene-PA1829,3106,3211,3088,3785
gene-PA1830,4132,4101,7092,7397
gene-PA1831,2653,2988,3706,4162
gene-PA1832,1186,1335,1660,1810
gene-PA1833,2213,2222,4259,4563
gene-PA1833a,841,1028,1040,1201
gene-PA1835,555,649,527,634
gene-PA1836,600,702,535,751
gene-PA1837,1600,2031,1850,2352
gene-PA1837a,355,345,350,480
gene-PA1838,12408,13817,7127,8323
gene-PA1839,1051,1211,1616,1790
gene-PA1840,1150,1182,1064,1153
gene-PA1841,1712,1880,1565,1700
gene-PA1842,1707,1759,1563,1724
gene-PA1843,14109,14972,13120,15292
gene-PA1844,1463,1333,372,484
gene-PA1845,2821,2313,534,663
gene-PA1846,5691,5837,6101,6951
gene-PA1847,5141,5251,9480,10193
gene-PA1848,438,593,634,1021
gene-PA1849,160,154,234,337
gene-PA1850,678,675,808,1303
gene-PA1851,1067,1183,1097,1471
gene-PA1852,1724,1428,2140,2335
gene-PA1853,848,1019,913,1313
gene-PA1854,742,798,814,1150
gene-PA1855,99,179,169,298
gene-PA1856,1387,1040,887,1177
gene-PA1857,2945,3129,2396,2724
gene-PA1858,985,1121,894,1277
gene-PA1859,886,1077,974,1265
gene-PA1860,620,665,675,914
gene-PA1861,1021,1430,1834,2120
gene-PA1862,1229,1533,1647,1977
gene-PA1863,1698,1800,2273,2680
gene-PA1864,302,491,586,981
gene-PA1865,1484,1699,1379,1795
gene-PA1866,1495,2072,1711,2532
gene-PA1866a,1045,1029,900,1065
gene-PA1867,235,279,162,277
gene-PA1868,856,1018,880,1576
gene-PA1869,293,323,217,310
gene-PA1870,165,264,225,348
gene-PA1871,604,711,546,879
gene-PA1872,701,878,793,1007
gene-PA1873,615,737,422,690
gene-PA1874,2701,3874,3497,5572
gene-PA1875,752,986,628,886
gene-PA1876,899,1260,1036,1651
gene-PA1877,767,922,597,852
gene-PA1878,689,921,658,774
gene-PA1879,391,588,516,752
gene-PA1880,927,1252,1206,2073
gene-PA1881,589,697,627,795
gene-PA1882,411,542,314,438
gene-PA1883,445,561,336,540
gene-PA1884,350,406,321,512
gene-PA1885,283,332,256,461
gene-PA1886,1596,2181,2074,2586
gene-PA1887,557,644,416,640
gene-PA1888,1131,1237,737,1043
gene-PA1889,2364,2682,2223,2633
gene-PA1890,1057,1274,1224,1509
gene-PA1891,95,124,154,248
gene-PA1892,578,523,366,576
gene-PA1893,1305,1837,1169,2111
gene-PA1894,565,448,195,340
gene-PA1895,1053,1079,567,944
gene-PA1896,490,434,301,542
gene-PA1897,612,377,190,299
gene-PA1898,625,392,139,209
gene-PA1899,415,226,135,156
gene-PA1900,370,176,90,164
gene-PA1901,339,433,485,921
gene-PA1902,417,391,349,756
gene-PA1903,1009,1558,1024,1945
gene-PA1904,467,629,428,756
gene-PA1905,327,318,347,585
gene-PA1906,483,651,448,658
gene-PA1907,547,662,546,1097
gene-PA1908,251,231,283,573
gene-PA1909,732,884,612,940
gene-PA1910,1447,2011,1392,2195
gene-PA1911,430,508,579,928
gene-PA1912,984,1296,1168,1551
gene-PA1913,1481,1387,2035,2244
gene-PA1914,908,771,451,662
gene-PA1915,1224,1565,1500,2053
gene-PA1916,894,992,546,881
gene-PA1917,266,290,190,296
gene-PA1918,753,1097,703,1165
gene-PA1919,591,744,1235,1613
gene-PA1920,2353,2450,2940,3884
gene-PA1921,482,473,480,856
gene-PA1922,4301,4414,3908,4874
gene-PA1923,3006,3103,3509,5061
gene-PA1924,1057,1004,912,1241
gene-PA1925,1001,942,680,937
gene-PA1926,4701,4732,5098,5878
gene-PA1927,1470,1637,1312,2113
gene-PA1928,488,490,412,595
gene-PA1929,271,309,278,422
gene-PA1930,956,802,527,868
gene-PA1931,358,460,344,510
gene-PA1932,600,649,744,1136
gene-PA1933,1664,1794,2581,3306
gene-PA1934,582,632,482,583
gene-PA1937,382,246,126,155
gene-PA1938,858,611,381,470
gene-PA1939,4202,3591,3015,3374
gene-PA1940,1397,1619,999,1299
gene-PA1941,2696,3088,2277,3002
gene-PA1942,361,331,230,305
gene-PA1943,1137,1397,1390,1962
gene-PA1944,1753,1665,1357,1766
gene-PA1945,653,822,746,1133
gene-PA1946,1366,1598,2030,2226
gene-PA1947,491,697,889,1353
gene-PA1948,589,855,620,873
gene-PA1949,729,777,996,1237
gene-PA1950,387,491,773,1095
gene-PA1951,732,517,516,744
gene-PA1952,228,240,187,396
gene-PA1953,463,581,274,450
gene-PA1954,696,799,452,732
gene-PA1955,248,226,209,459
gene-PA1956,209,228,178,338
gene-PA1957,593,667,845,998
gene-PA1958,950,946,1064,1375
gene-PA1959,3478,3121,2667,2672
gene-PA1960,632,633,689,952
gene-PA1961,852,927,840,1377
gene-PA1962,387,531,402,603
gene-PA1963,734,869,708,924
gene-PA1964,12080,12474,15588,17483
gene-PA1965,613,673,545,650
gene-PA1966,577,683,787,987
gene-PA1967,939,969,1073,1298
gene-PA1968,385,388,650,791
gene-PA1969,819,740,1115,1370
gene-PA1970,391,324,316,412
gene-PA1971,3522,3866,3331,4144
gene-PA1972,813,947,568,933
gene-PA1973,333,416,546,1024
gene-PA1974,731,790,390,570
gene-PA1975,537,712,500,718
gene-PA1976,1079,1615,1010,1878
gene-PA1977,138,204,151,337
gene-PA1978,619,549,320,490
gene-PA1979,113,186,132,340
gene-PA1980,198,270,219,521
gene-PA1981,67,70,147,267
gene-PA1982,944,1283,639,1283
gene-PA1983,362,536,268,422
gene-PA1984,870,1027,636,1117
gene-PA1985,342,396,244,371
gene-PA1986,1402,1623,1201,1768
gene-PA1987,763,744,594,875
gene-PA1988,332,401,242,370
gene-PA1989,956,1158,767,1198
gene-PA1990,325,368,601,1131
gene-PA1991,1156,1494,969,1357
gene-PA1992,710,979,914,1461
gene-PA1993,893,1035,954,1326
gene-PA1994,1006,1096,873,1125
gene-PA1995,715,895,930,926
gene-PA1996,741,845,683,898
gene-PA1997,1652,2038,2254,2889
gene-PA1998,880,1048,845,1143
gene-PA1999,570,721,367,580
gene-PA2000,465,525,328,447
gene-PA2001,559,652,1153,1720
gene-PA2002,743,703,561,857
gene-PA2003,432,481,470,756
gene-PA2004,706,899,569,930
gene-PA2005,1303,1328,1235,1478
gene-PA2006,542,772,595,861
gene-PA2007,520,520,623,843
gene-PA2008,1099,1160,1247,1512
gene-PA2009,1716,2380,1618,2177
gene-PA2010,578,517,533,756
gene-PA2011,833,1007,1028,1189
gene-PA2012,889,1122,1742,2349
gene-PA2013,617,890,1077,1595
gene-PA2014,1013,1391,1528,1928
gene-PA2015,1359,1550,1625,1853
gene-PA2016,901,1140,775,1033
gene-PA2017,880,1041,681,944
gene-PA2018,4299,4977,3744,4933
gene-PA2019,1367,1667,1470,2149
gene-PA2020,761,936,849,957
gene-PA2021,332,419,355,487
gene-PA2022,2454,2426,1625,2191
gene-PA2023,10646,11299,9749,10713
gene-PA2024,338,379,474,745
gene-PA2025,4002,4189,6019,6681
gene-PA2026,1437,2100,2655,3360
gene-PA2027,389,365,332,366
gene-PA2028,1075,813,712,870
gene-PA2029,470,461,502,525
gene-PA2030,308,308,332,483
gene-PA2031,332,322,263,437
gene-PA2032,1303,1744,1645,2005
gene-PA2033,1828,2370,1324,2215
gene-PA2034,403,438,359,644
gene-PA2035,757,904,932,1461
gene-PA2036,674,368,154,168
gene-PA2037,1858,1423,653,936
gene-PA2038,697,649,542,563
gene-PA2039,1562,1549,1250,1538
gene-PA2040,11623,12972,9744,12318
gene-PA2041,2115,1536,1081,1305
gene-PA2042,9985,9845,10994,12300
gene-PA2043,912,1181,1470,1817
gene-PA2044,9798,9939,10132,12201
gene-PA2045,469,466,658,904
gene-PA2047,1117,1282,1221,1724
gene-PA2048,59,98,115,222
gene-PA2049,1945,2252,2761,3193
gene-PA2050,247,370,270,411
gene-PA2051,298,324,472,676
gene-PA2052,229,273,482,683
gene-PA2053,265,391,336,637
gene-PA2054,278,463,534,649
gene-PA2055,311,310,251,380
gene-PA2056,774,892,854,1226
gene-PA2057,1126,1239,863,1529
gene-PA2058,827,1188,723,1170
gene-PA2059,389,530,386,688
gene-PA2060,331,431,295,603
gene-PA2061,455,698,474,776
gene-PA2062,622,698,504,894
gene-PA2063,1654,1825,1486,1900
gene-PA2064,540,659,659,940
gene-PA2065,722,813,630,1160
gene-PA2066,345,529,383,571
gene-PA2067,145,179,212,432
gene-PA2068,384,445,394,752
gene-PA2069,673,930,693,1096
gene-PA2070,1458,1892,1092,1864
gene-PA2071,2461,2320,2004,2406
gene-PA2072,1194,1251,969,1589
gene-PA2073,958,1005,602,969
gene-PA2074,208,288,193,441
gene-PA2075,840,1045,594,1003
gene-PA2076,533,698,465,825
gene-PA2077,662,970,725,1293
gene-PA2078,701,989,614,1341
gene-PA2079,749,1011,633,1032
gene-PA2080,1059,1195,1247,1690
gene-PA2081,819,1034,1083,1333
gene-PA2082,615,430,413,486
gene-PA2083,1314,1606,865,1206
gene-PA2084,589,759,688,1251
gene-PA2085,393,416,307,435
gene-PA2086,438,526,368,632
gene-PA2087,156,254,149,379
gene-PA2088,324,388,276,562
gene-PA2089,1431,1916,1293,1989
gene-PA2090,141,244,286,617
gene-PA2091,231,257,364,613
gene-PA2092,177,193,191,385
gene-PA2093,269,343,173,225
gene-PA2094,268,350,221,352
gene-PA2095,291,440,422,623
gene-PA2096,482,569,480,687
gene-PA2097,716,943,484,827
gene-PA2098,70,82,150,275
gene-PA2099,429,474,773,992
gene-PA2100,1741,1258,2068,2367
gene-PA2101,1009,502,411,486
gene-PA2102,691,307,427,509
gene-PA2103,1403,854,978,954
gene-PA2104,1373,726,688,799
gene-PA2105,1230,669,723,767
gene-PA2106,782,417,477,494
gene-PA2107,165,134,176,274
gene-PA2108,666,784,653,1095
gene-PA2109,183,343,231,380
gene-PA2110,166,209,180,388
gene-PA2111,113,157,209,438
gene-PA2112,142,122,196,340
gene-PA2113,509,708,530,918
gene-PA2114,789,1189,549,943
gene-PA2115,712,716,568,761
gene-PA2116,552,696,605,835
gene-PA2117,988,992,767,1106
gene-PA2118,441,648,499,838
gene-PA2118a,326,382,481,599
gene-PA2119,3390,3708,7753,8727
gene-PA2120,321,346,338,467
gene-PA2121,528,607,672,1077
gene-PA2122,656,855,541,776
gene-PA2123,468,645,708,930
gene-PA2124,308,411,480,837
gene-PA2125,443,578,798,1167
gene-PA2126,574,725,1794,2043
gene-PA2127,2307,2326,4894,5365
gene-PA2128,536,602,631,783
gene-PA2129,307,432,290,475
gene-PA2130,1048,1280,1031,1660
gene-PA2131,557,740,445,819
gene-PA2132,155,255,226,455
gene-PA2133,260,360,273,608
gene-PA2134,439,403,249,427
gene-PA2135,443,531,456,828
gene-PA2136,277,254,248,479
gene-PA2137,377,516,267,475
gene-PA2138,891,1233,889,1512
gene-PA2140,95,132,101,232
gene-PA2141,158,233,171,405
gene-PA2142,489,657,281,521
gene-PA2142a,163,208,120,204
gene-PA2143,297,355,235,345
gene-PA2144,1720,2109,1291,2001
gene-PA2145,326,305,144,286
gene-PA2146,144,121,53,101
gene-PA2147,1227,1149,762,1278
gene-PA2148,214,274,158,306
gene-PA2149,182,206,93,199
gene-PA2150,553,582,301,548
gene-PA2151,998,1341,803,1326
gene-PA2152,1460,1708,1267,2062
gene-PA2153,859,1030,727,1369
gene-PA2154,322,384,274,492
gene-PA2155,303,412,381,689
gene-PA2156,221,313,203,380
gene-PA2157,356,401,325,587
gene-PA2158,472,632,518,886
gene-PA2159,248,407,302,475
gene-PA2160,1315,1616,969,1433
gene-PA2161,55,60,44,91
gene-PA2162,443,632,534,1359
gene-PA2163,182,257,378,775
gene-PA2164,716,1097,805,1315
gene-PA2165,769,771,523,955
gene-PA2166,229,242,133,197
gene-PA2167,400,542,463,769
gene-PA2168,415,425,358,567
gene-PA2169,319,389,184,323
gene-PA2170,118,202,60,127
gene-PA2171,331,236,146,193
gene-PA2172,312,426,455,710
gene-PA2173,107,131,127,249
gene-PA2173a,184,163,100,125
gene-PA2174,435,264,157,243
gene-PA2175,448,463,314,473
gene-PA2176,353,401,409,717
gene-PA2177,1380,1811,1182,1912
gene-PA2178,374,468,273,416
gene-PA2179,499,541,520,829
gene-PA2180,792,945,572,1034
gene-PA2181,446,574,457,753
gene-PA2182,224,205,148,243
gene-PA2183,181,217,202,279
gene-PA2184,392,349,206,302
gene-PA2185,673,686,466,725
gene-PA2187,333,314,173,283
gene-PA2188,873,1094,861,1188
gene-PA2189,655,385,327,354
gene-PA2190,456,499,406,546
gene-PA2191,3206,2666,2682,3221
gene-PA2192,193,236,204,287
gene-PA2193,107,86,112,264
gene-PA2194,621,720,680,1191
gene-PA2195,493,552,535,1019
gene-PA2196,692,851,1016,1161
gene-PA2197,1753,1725,3818,4116
gene-PA2198,867,858,1578,1869
gene-PA2199,1390,1253,2200,2686
gene-PA2200,1388,1350,1808,2509
gene-PA2201,716,813,661,982
gene-PA2202,624,531,402,629
gene-PA2203,696,550,438,655
gene-PA2204,8896,9102,2192,2529
gene-PA2205,491,649,299,411
gene-PA2206,839,834,644,866
gene-PA2207,730,915,558,1024
gene-PA2208,370,542,249,492
gene-PA2209,795,937,350,680
gene-PA2210,651,737,503,959
gene-PA2211,403,510,318,515
gene-PA2212,505,733,498,841
gene-PA2213,672,962,471,840
gene-PA2214,656,824,453,801
gene-PA2215,747,745,389,623
gene-PA2216,522,620,421,709
gene-PA2217,582,788,559,1078
gene-PA2218,863,667,554,647
gene-PA2219,824,845,496,731
gene-PA2220,1103,1087,929,1213
