"gene_id","ST29_biol_rep_1","ST29_biol_rep_2","ST29_biol_rep_3","ST61_biol_rep_1","ST61_biol_rep_2","ST61_biol_rep_3","ST40_biol_rep_1","ST40_biol_rep_2","ST40_biol_rep_3","ST41_biol_rep_1","ST41_biol_rep_2","ST41_biol_rep_3"
"gene-SA0721",4136,1929,2164,816,711,669,2518,2603,2528,2344,2555,3165
"gene-SA0722",6020,2329,2313,984,891,840,2934,3006,2801,2831,2921,3896
"gene-SAtRNA15",25,17,37,14,5,4,30,18,35,26,48,41
"gene-clpP",7482,9566,7091,1722,1782,1723,3814,4509,3831,3332,4199,4768
"gene-SA0724",1133,506,588,248,227,156,416,417,494,646,633,666
"gene-SA0725",3868,1425,2497,1035,1010,838,1630,1390,1657,3382,3228,3915
"gene-gapR",99190,4561,27783,18703,15896,21258,10826,22004,10417,25287,31819,37169
"gene-gap",295219,30886,128213,47512,46004,54253,77842,83311,78761,125220,153644,174009
"gene-pgk",93027,12082,48630,15148,14957,16831,29746,28802,29837,46323,55297,64744
"gene-tpi",67931,10074,36639,12274,12282,13300,23405,20877,22406,36500,40037,54120
"gene-pgm",113702,17299,62630,21174,22871,23675,44778,41826,43051,64455,77571,92961
"gene-eno",121267,26583,65474,23411,26208,27438,62962,62515,62797,67964,85133,96963
"gene-SA0732",3304,2322,2256,531,666,618,2469,2624,2633,2140,2305,1782
"gene-secG",3951,4252,3826,874,1125,903,4653,4404,4697,3867,4766,4639
"gene-SA0734",5198,6660,4131,1584,2057,1549,5897,5414,5861,5529,5707,7494
"gene-rnr",17032,19017,13298,6554,8056,6154,18530,18394,18810,18035,18638,23418
"gene-ssrP",2246,2671,1855,1354,1556,1342,3007,3092,3083,2757,3054,3575
"gene-SAtmRNA01",628962,342261,426393,120304,136908,140398,502823,676445,494885,327738,543232,506905
"gene-SA0737",26,27,10,9,7,4,27,14,33,56,31,28
"gene-SA0738",122,125,149,15,19,16,131,105,166,163,110,88
"gene-SA0739",64,49,64,16,14,13,106,45,101,154,89,123
"gene-SA0740",23,22,24,17,16,8,27,28,29,50,25,38
"gene-SA0741",70,44,70,39,32,47,99,61,91,119,116,130
"gene-clfA",1460,2348,4000,5904,4526,3560,3290,3290,3190,9378,8782,11000
"gene-SA0743",402,174,329,64,60,59,175,188,194,251,266,301
"gene-ssp",164,54,64,56,55,49,111,86,76,132,199,130
"gene-SA0745",42,5,7,3,4,1,14,10,14,19,12,14
"gene-SA0746",84,141,66,35,44,49,422,185,482,194,134,251
"gene-cspC",21118,13018,13476,2531,4085,2881,12074,14439,12690,15812,14364,17863
"gene-SA0748",140,138,176,74,63,40,160,133,163,156,157,154
"gene-SA0749",98,134,125,51,64,50,144,142,145,153,128,137
"gene-SA0750",69,133,122,46,44,49,145,120,135,150,170,138
"gene-SAS018",344,431,317,90,80,104,434,427,445,309,338,214
"gene-SAS019",287,336,281,90,90,86,341,303,322,302,366,358
"gene-SA0751",964,129,111,87,109,65,308,171,349,457,451,448
"gene-SA0752",783,189,313,134,99,87,303,285,320,564,502,362
"gene-SAS020",5778,1250,2357,530,627,547,3065,4225,3127,1790,2114,3214
"gene-SA0753",519,860,1138,244,288,256,962,586,1055,1293,1341,1211
"gene-SA0754",2632,1455,1055,683,728,647,1975,1383,2253,1995,2570,2363
"gene-SAS021",11,15,12,3,3,1,21,22,21,11,10,18
"gene-SA0755",568,110,208,238,127,173,213,182,273,308,342,405
"gene-SA0756",513,356,418,91,76,58,531,473,544,301,339,450
"gene-SA0757",1094,1207,778,294,277,259,2049,1746,2099,877,1038,1179
"gene-SA0758",275,354,469,150,128,115,418,421,478,336,421,406
"gene-SA0759",860,627,843,156,160,133,898,828,971,873,1083,1141
"gene-SA0760",4472,2122,3201,439,476,442,2701,2258,2776,2330,2802,3407
"gene-truncated-SA",778,250,450,24,37,22,248,298,278,174,163,219
"gene-tnpA-2",0,0,0,0,0,0,0,0,0,0,0,0
"gene-tnpB-2",0,0,0,0,0,0,0,0,0,0,0,0
"gene-tnpC-2",0,0,0,0,0,0,0,0,0,0,0,0
"gene-ant(9)-2",0,0,0,0,0,0,0,0,0,0,0,0
"gene-ermA-2",0,0,0,0,0,0,0,0,0,0,0,0
"gene-SA0767",0,0,0,0,0,0,0,0,0,0,0,0
"gene-truncated-SA-2",182,74,104,11,23,23,84,62,106,124,121,148
"gene-SA0768",298,186,263,72,73,66,169,146,194,247,288,269
"gene-SAS023",266,147,214,23,21,34,147,175,178,203,201,169
"gene-SA0769",3126,4489,4510,723,831,779,3314,2325,3170,3459,3892,4183
"gene-SA0770",2025,3936,3011,485,508,515,2235,2113,2266,2009,2533,2413
"gene-SA0771",5369,9347,8702,1013,978,999,5419,4419,5393,5341,5840,6245
"gene-SA0772",7621,1629,2326,1575,1066,1092,2569,2184,2712,4838,3882,4966
"gene-SA0773",897,303,523,390,513,440,795,564,828,912,1125,929
"gene-SA0774",17227,4671,10625,3110,3215,3043,5671,5040,5711,11159,11375,16104
"gene-SA0775",29417,9874,17443,7358,7392,7417,12155,10987,11995,21307,22649,29679
"gene-SA0776",18812,8783,13336,7929,8082,8394,11440,11294,10888,17669,20316,26762
"gene-SA0777",6506,4126,5761,2741,2762,2688,4998,5049,4825,8247,8758,12118
"gene-SA0778",19588,13059,17489,8063,8424,8328,16130,18629,16570,24506,29201,35908
"gene-SA0779",68,40,41,7,13,14,57,49,54,74,46,4
"gene-SA0780",366,359,314,167,131,131,373,293,361,428,423,624
"gene-SA0781",375,320,321,235,192,162,388,400,400,456,419,554
"gene-SA0782",2263,942,1229,266,334,297,1139,1460,1137,819,855,1176
"gene-SA0783",1388,926,972,201,192,184,1025,1336,1008,631,710,957
"gene-SA0784",2870,2104,2174,475,556,468,2260,2800,2263,1510,1523,2285
"gene-lipA",11361,5331,6199,2075,2287,2227,7964,8450,8287,5842,7011,8480
"gene-SA0786",966,608,726,130,151,127,877,909,979,651,549,614
"gene-SA0787",0,0,2,0,0,0,0,0,0,0,0,0
"gene-SA0788",146,270,267,55,87,65,275,317,290,359,399,381
"gene-SA0789",939,601,744,76,100,80,689,674,807,609,485,694
"gene-SA0790",2019,1112,1442,290,279,293,1657,1691,1608,1083,1056,1498
"gene-SA0791",2317,1731,1941,404,425,434,2481,2446,2413,1563,1715,2203
"gene-SA0792",309,337,234,48,49,50,491,376,544,350,344,191
"gene-dltA",8272,6257,5695,2033,2171,1901,11167,9052,11291,7263,7550,9958
"gene-dltB",5072,5913,5085,1346,1385,1294,10135,8665,10934,6120,6745,6435
"gene-dltC",796,1130,978,166,187,111,1762,1475,1963,1320,1056,1292
"gene-dltD",6835,7522,7161,2026,2352,1980,12578,10962,13274,8728,9262,11230
"gene-SA0797",2306,1640,3165,438,446,438,2219,1907,2227,2028,2781,3357
"gene-SA0798",586,311,306,60,62,54,314,438,342,207,215,193
"gene-SA0799",1616,1685,1808,688,740,663,2114,1991,1928,1598,1924,2322
"gene-SA0800",470,391,418,106,137,111,438,470,392,423,459,573
"gene-SA0801",1214,812,977,267,323,287,1035,1176,1035,877,1105,1036
"gene-SA0802",29963,10348,9091,4526,4713,4149,19684,20021,19968,11040,13936,16588
"gene-ampA",1825,1363,2515,324,351,352,1751,1852,1812,1326,1395,1774
"gene-SA0804",9153,6842,15318,2731,4012,3091,6459,5730,6714,9899,11662,9531
"gene-SA0805",5329,2696,6214,1169,1635,1105,2866,2711,2955,3825,4854,4257
"gene-SA0806",33308,16403,6458,195,1678,1873,17810,6477,18993,9111,10748,5485
"gene-mnhG",353,684,481,169,164,151,858,654,886,746,832,746
"gene-mnhF",270,402,301,109,130,83,496,454,556,446,563,486
"gene-mnhE",504,948,757,225,225,201,1188,870,1273,1185,996,1226
"gene-mnhD",1681,2381,2046,965,1009,886,3577,2731,3623,2906,3118,3608
"gene-mnhC",343,503,407,227,215,180,745,477,737,627,610,840
"gene-mnhB",322,517,476,173,191,151,854,584,858,745,715,703
"gene-mnhA",4281,4672,4775,1445,1578,1452,6344,4690,6601,5338,5614,5948
"gene-SA0814",354,232,261,67,67,80,242,190,238,181,215,221
"gene-SA0815",2371,1444,1959,596,571,650,2359,1633,2438,1494,1799,2548
"gene-SA0816",5281,3271,3122,618,637,611,3438,3556,3639,2863,3139,3890
"gene-SA0817",553,602,681,118,143,120,569,449,567,445,471,535
"gene-rocD",5011,2091,2488,403,468,471,2498,2150,2593,1874,2022,2757
"gene-gudB",9139,4719,4916,1293,1310,1424,6762,6151,6622,4311,4593,6491
"gene-glpQ",376,158,137,84,79,80,362,311,369,224,280,290
"gene-argH",9890,5423,8279,2728,2686,2334,15693,14333,15579,10416,11777,15524
"gene-argG",7191,3372,6290,1631,1506,1366,9905,8922,9682,6050,7157,9865
"gene-pgi",18094,13431,15960,3549,3291,3500,19283,16366,20485,13106,14392,21780
"gene-SA0824",968,773,806,180,206,176,942,603,1031,1054,961,941
"gene-spsA",1033,791,827,237,286,240,1157,859,1208,1004,1144,1129
"gene-spsB",1553,1618,1574,462,468,503,3539,2679,3665,2357,2831,3046
"gene-SA0827",5130,4969,4854,880,884,765,5817,5755,5844,3422,3406,4681
"gene-SA0828",8239,7656,6208,1268,1294,1156,9302,9497,9214,5539,5555,6970
"gene-SA0829",11451,6899,7139,1557,1567,1674,9227,8131,9248,6446,7487,9373
"gene-SA0830",637,481,489,101,135,132,738,518,753,696,725,721
"gene-cdr",5392,2452,2429,1214,1404,1270,3276,3391,3428,2833,3341,3701
"gene-SA0832",2660,1043,1062,495,504,506,1219,1211,1222,1152,1094,1361
"gene-SA0833",2200,1917,2074,712,749,788,2797,2113,3012,2551,2861,3040
"gene-SAS024",7,2,7,6,2,5,12,5,12,8,5,13
"gene-SA0834",1162,5958,5627,902,1085,1009,9201,6055,9458,6016,6215,7472
"gene-clpB",17520,103720,41908,4653,4868,5137,5120,18686,5111,2580,2988,3978
"gene-SA0836",92,164,178,54,41,36,324,122,305,230,227,186
"gene-SA0837",49,157,64,11,5,3,32,40,37,39,21,42
"gene-SA0838",46,97,53,6,6,4,42,32,41,36,28,27
"gene-SA0839",79,113,80,11,10,11,104,64,103,87,84,65
"gene-SA0840",86,181,163,28,34,43,286,207,354,199,256,296
"gene-SA0841",105,187,198,48,48,46,414,227,422,278,325,329
"gene-SAS025",1995,997,1035,323,331,420,2036,1823,2077,1189,1562,1552
"gene-FabH",3499,934,1151,418,466,389,2100,1656,1996,1626,1957,2433
"gene-fab",5084,2216,2767,1402,1417,1325,5474,4367,5175,3392,4589,5870
"gene-SA0844",130,88,74,20,27,19,141,113,162,150,137,150
"gene-oppB",941,639,568,160,218,161,486,296,478,803,664,900
"gene-SA0846",904,921,698,295,403,274,616,467,595,1280,1059,1460
"gene-oppD",532,912,671,370,464,336,752,452,700,1513,1187,1656
"gene-oppF-2",467,773,572,373,495,318,787,492,754,1489,1246,1486
"gene-SA0849",1286,1896,1412,961,1222,903,1973,1420,1979,3602,3364,3568
"gene-SA0850",11900,25566,33800,2740,3546,3533,52871,27231,52448,30873,30290,46534
"gene-SA0851",2087,4862,5453,520,778,574,9584,5029,9377,5782,5377,7595
"gene-appF",1551,3737,3692,365,516,403,7533,4161,7041,4478,4145,5164
"gene-oppB-2",1127,2584,2243,211,334,252,5302,2902,5101,2916,2376,3178
"gene-SA0854",1307,3336,2766,293,411,349,7144,3912,7080,3678,3772,4791
"gene-trpS",2880,2616,2862,721,656,693,4078,2744,4021,2906,2828,4344
"gene-SA0856",20310,12583,13071,2375,2501,2283,11846,14657,12469,9246,10923,10920
"gene-SA0857",5130,6814,6828,1176,1228,1066,3983,4073,4362,5557,5429,6061
"gene-SA0858",152,135,232,10,11,8,86,68,78,119,83,120
"gene-SA0859",2853,3508,4134,878,905,814,5152,3934,5428,4073,4138,5483
"gene-SA0860",1737,1022,1134,339,301,300,1250,1254,1288,883,930,1150
"gene-SA0861",1382,689,778,175,193,174,819,624,787,573,679,893
"gene-SA0862",1044,373,509,63,56,64,345,322,375,249,288,363
"gene-SA0863",1181,367,436,109,104,104,502,322,470,375,418,494
"gene-SA0864",2516,910,1110,313,310,322,1252,1015,1177,906,1062,1452
"gene-SA0865",3032,1696,1943,512,526,493,2581,2545,2596,1638,1857,2328
"gene-SA0866",605,710,654,197,203,217,1070,901,1025,720,685,925
"gene-SA0867",1742,1492,1451,379,382,359,1956,2000,1941,1442,1483,1940
"gene-SA0868",3379,2497,1999,698,723,677,3481,3823,3642,2383,2488,2892
"gene-fabI",9158,3101,4208,1213,1434,1277,4919,4920,4810,3564,4281,5331
"gene-SA0870",6925,3916,4654,986,1195,1047,6360,4670,6562,5180,5730,6553
"gene-SA0871",3137,4187,7992,1917,2280,2216,12542,5731,12714,9547,10746,13382
"gene-SA0872",1244,789,1322,249,307,251,1670,1076,1685,1253,1463,1650
"gene-SA0873",6367,3301,3559,772,837,749,3385,2857,3442,2825,3069,4208
"gene-SA0874",2092,2003,1716,554,701,501,2847,3346,2911,2112,2412,2289
"gene-SA0875",3212,2780,2158,700,815,667,3030,3173,3192,2469,2511,3050
"gene-murE",4769,2764,2511,807,925,727,3557,3173,3627,2856,2960,3899
"gene-SAS026",438,445,379,68,101,73,533,454,608,456,410,723
"gene-prfC",4390,4610,3857,1236,1352,1115,6462,5496,6418,4810,4804,6552
"gene-SA0878",5051,3420,3591,1371,1861,1487,4826,4846,5152,2402,3324,2934
"gene-htrA",1665,1560,1677,398,440,357,2645,1888,2732,1784,1672,2537
"gene-SA0880",2079,3530,3120,1031,1282,1088,4862,4241,5021,3313,3681,4223
"gene-SA0881",2690,1809,2118,305,335,324,2211,2021,2382,1543,1620,2210
"gene-SAtRNA16",62,6,6,8,4,8,28,18,36,8,32,13
"gene-SAtRNA17",46,33,42,8,7,13,59,34,71,33,44,45
"gene-SA0882",4420,10324,16727,2017,2481,2278,0,0,0,11594,12296,13502
"gene-SA0883",939,2870,1934,218,204,326,1133,731,985,878,968,1236
"gene-SA0884",1127,586,644,184,259,155,649,912,727,739,737,840
"gene-SAS027",1003,942,967,279,323,269,1051,1075,1233,1189,1168,1339
"gene-SA0885",3952,3410,3088,700,795,677,3800,4033,4008,3885,4406,3776
"gene-SAS028",2493,1712,2348,143,138,208,1987,2933,2376,981,1453,1588
"gene-SAS029",167,297,942,103,137,150,788,282,767,699,770,1099
"gene-SA0886",530,1549,3763,328,402,440,3927,1316,3802,3388,3324,4047
"gene-SA0887",44,229,600,40,76,61,620,193,658,604,561,973
"gene-SA0888",98,553,1330,94,185,166,1691,659,1707,1464,1430,1890
"gene-SA0889",277,240,274,153,172,181,861,632,954,839,1850,846
"gene-SA0890",333,314,419,590,606,652,1956,487,2170,3005,3087,2605
"gene-SA0891",854,986,892,127,115,101,625,682,590,494,535,736
"gene-SA0892",124,65,76,10,8,11,69,71,85,54,40,10
"gene-SA0893",89,83,67,16,19,17,108,118,140,93,90,104
"gene-SA0894",2257,1071,1045,787,821,880,2219,1528,2313,1196,1573,1708
"gene-SA0895",3103,855,615,176,227,151,1122,1156,1100,953,933,1176
"gene-menD",3072,1320,1038,486,522,373,1787,2418,1805,1401,1511,1721
"gene-SA0897",858,592,526,224,266,178,794,1160,827,602,639,855
"gene-menB",5095,2144,2843,1205,1277,1222,3255,3753,3227,2099,2533,3300
"gene-sspC",71,49,120,47,62,43,112,73,120,172,166,146
"gene-sspB",287,218,407,175,173,151,349,210,344,537,528,605
"gene-sspA",263,168,335,174,155,159,313,214,326,406,432,439
"gene-SA0902",1733,3406,3160,987,969,1049,5405,3017,5191,4308,4749,5850
"gene-SA0903",97,108,74,158,207,186,109,98,169,125,105,59
"gene-SA0904",11826,10547,8466,1784,1980,2006,11390,10848,11414,6965,8367,9466
"gene-atl",27664,63250,44195,11746,15007,10321,42983,35763,43105,36476,35015,40982
"gene-SA0906",181,248,372,64,85,55,216,119,211,306,344,396
"gene-SA0907",1139,2848,1949,593,722,512,2550,2012,2813,3010,3195,3501
"gene-SA0908",3887,5579,4045,1483,1730,1341,5562,4508,5727,6476,6643,7014
"gene-fmtA",3250,1213,1395,372,401,407,2567,2429,2763,1636,1715,2140
"gene-SA0910",80441,42722,43430,10168,11443,10883,58101,70268,68623,30852,45657,43754
"gene-qoxC",146240,77122,76142,19603,22020,21082,104587,113376,106865,59111,69847,87640
"gene-qoxB",504616,293988,266267,61491,69331,63574,371314,406200,378829,204571,249713,316963
"gene-SA0913",281561,152019,144839,31400,34725,32504,191035,210813,195939,106140,124573,157876
"gene-SA0914",7165,3986,4645,1326,1491,1289,5529,4811,5582,4587,5201,6378
"gene-folD",4634,2243,2538,721,763,724,3061,3786,3257,1623,1973,2753
"gene-SA0916",518,507,1009,77,88,76,784,758,838,138,134,272
"gene-purK",2116,1693,3301,190,220,183,3652,2619,3498,286,317,993
"gene-purC",1188,872,1968,44,63,48,2110,1684,2027,140,122,510
"gene-SA0919",692,346,1017,26,33,24,954,741,794,55,54,277
"gene-purQ",2714,1281,3506,101,138,93,2940,2659,2754,226,182,934
"gene-purL",13699,5579,16840,546,790,645,13493,12558,12247,1049,940,4803
"gene-purF",13859,5160,16069,845,1058,841,12001,12326,11244,986,978,4780
"gene-purM",9448,4165,12338,568,785,637,9073,8974,8188,790,724,3755
"gene-purN",4814,2405,7591,286,325,330,5265,5170,4882,522,399,2299
"gene-purH",16452,6934,19993,1161,1393,1346,14489,15590,13343,1522,1418,6149
"gene-purD",17189,6352,17697,1088,1359,1135,12462,13884,11866,1436,1508,6026
"gene-SA0927",606,529,270,63,82,76,625,607,610,378,489,355
"gene-SA0928",2014,1515,1074,255,278,233,1685,1574,1578,1097,1230,1352
"gene-SA0929",872,526,481,101,118,102,610,563,600,348,455,490
"gene-SA0930",28,19,21,9,13,11,32,36,17,22,30,18
"gene-SAS030",137,72,141,71,57,62,161,144,205,468,251,200
"gene-SA0931",5718,3309,3813,1130,957,927,4923,5392,5192,4088,4283,3800
"gene-SA0932",2625,1282,1115,256,297,289,1741,1457,1688,1410,1406,1744
"gene-SA0933",2683,936,956,380,284,273,1363,1409,1514,1495,1519,1853
"gene-ptsH",13766,7606,7161,1992,1660,1758,11345,10956,11200,6721,7849,10901
"gene-ptsI",100642,51203,47686,15435,14202,14879,85565,85558,86495,46449,59959,75594
"gene-SA0936",341,68,116,57,63,57,135,76,132,126,136,87
"gene-SA0937",3698,1333,1025,1026,1223,925,1402,1284,1420,2686,3130,2895
"gene-SA0938",1590,1265,985,889,941,718,1420,1224,1464,2791,2944,2536
"gene-SA0939",2661,1969,2327,640,806,621,2338,1923,2371,2653,3076,3329
"gene-SA0940",20958,11226,8507,3729,3904,3480,16564,15801,17411,13645,15127,16116
"gene-SA0941",1597,649,490,123,166,135,642,643,747,699,659,931
"gene-pdf1",1308,744,758,301,322,244,880,734,843,746,910,938
"gene-SA0943",2923,3790,3679,340,379,281,3342,3305,3479,2950,2821,3966
"gene-pdhA",51680,34579,30890,8244,9562,7297,34968,53570,34525,16765,18399,25378
"gene-pdhB",42838,26347,23855,6709,8285,6190,30434,45875,29852,12952,16073,21237
"gene-pdhC",67478,44650,40524,10445,12966,9628,49637,69440,48288,22579,25368,35454
"gene-pdhD",89168,53763,51728,12946,15515,11415,65463,91663,67169,28730,35985,50379
"gene-SA0947",790,915,770,155,202,105,963,1122,1126,726,702,902
"gene-SA0949",2441,1024,1281,622,739,675,2222,1137,2173,2379,2617,2996
"gene-potA",4581,2129,2506,1562,1744,1538,4727,2405,4689,4678,5132,5962
"gene-potB",972,956,831,522,574,487,2013,1102,2100,2015,2017,2031
"gene-potC",1161,1406,1504,1021,1175,1133,3170,1976,3328,3015,3465,3408
"gene-potD",1174,1373,1589,1382,1480,1415,3432,2369,3448,3276,4205,4688
"gene-SA0954",4888,5067,5882,3127,3274,3075,8401,5898,8925,10072,10963,11068
"gene-SA0955",602,531,544,145,144,157,948,498,1038,911,926,825
"gene-SA0956",2868,3619,4333,986,1673,931,6443,3928,6666,4189,4417,4382
"gene-SA0957",758,562,1126,162,193,183,969,602,955,987,1143,1225
"gene-SA0958",10748,4635,5872,1087,1195,1205,4858,5677,5148,3135,4018,4621
"gene-SAS031",1466,790,1455,144,129,177,820,887,949,606,762,624
"gene-SA0959",48343,6800,6919,2742,3593,2539,10133,8786,10351,9315,10807,11982
"gene-SAS032",615,312,478,99,157,148,360,403,376,303,370,402
"gene-SA0960",1082,620,893,226,226,203,725,727,799,639,683,897
"gene-SA0961",2859,1109,2150,224,312,287,1525,889,1582,1346,1379,2222
"gene-SA0962",3467,2731,2615,737,917,699,3384,2595,3498,3092,2925,3393
"gene-pycA",35220,42515,59214,15279,15480,17169,81804,49961,82324,55190,63628,86742
"gene-SA0964",13874,8447,9130,1746,2270,1769,11049,12966,11862,7697,9282,9844
"gene-ctaB",23334,8848,9010,3748,4069,3810,15294,11635,16212,11734,12864,14505
"gene-SA0966",8353,5111,4747,2264,2463,2127,9103,6894,9231,6880,7450,8884
"gene-SA0967",3823,2561,2478,585,633,480,2939,2473,3127,2373,2443,2817
"gene-SA0968",1285,842,816,200,281,211,1030,1055,1101,743,905,981
"gene-SA0969",513,352,345,210,189,241,621,466,638,534,589,626
"gene-SA0970",968,395,455,81,94,88,487,355,471,381,412,431
"gene-SA0971",373,127,113,32,48,34,215,153,227,197,232,153
"gene-SA0972",1270,662,649,128,142,143,811,832,852,669,699,865
"gene-SA0973",1244,761,804,176,216,168,1180,1134,1311,805,965,1139
"gene-SA0974",712,258,286,75,105,80,356,265,398,282,279,352
"gene-SA0975",17333,5940,5350,4235,5158,4176,8316,6852,8574,7706,9626,10188
"gene-rpmF",7551,3025,3106,1916,2308,2029,4483,4048,4388,3511,4378,4500
"gene-isdB",57,95,118,22,14,20,65,51,56,100,168,119
"gene-isdA",736,1039,915,347,329,339,1707,1346,1754,1102,1541,1202
"gene-isdC",198,294,78,18,30,29,340,381,356,107,171,144
"gene-isdD",180,357,126,20,20,36,309,399,348,144,174,193
"gene-isdE",190,266,107,24,23,22,270,365,258,108,141,148
"gene-isdF",139,188,82,23,35,36,243,304,243,115,149,139
"gene-srtB",74,134,72,15,14,17,170,216,176,90,97,113
"gene-isdG",91,92,47,7,13,15,98,154,123,58,78,83
"gene-SA0984",2810,2014,2510,566,616,595,2208,2101,2234,1961,2302,2944
"gene-pheS",2626,3006,3476,537,579,477,4874,4328,4909,2443,2474,3636
"gene-pheT",6975,12207,11401,2145,2303,2104,18669,17679,18084,8562,9553,13235
"gene-SA0987",1388,587,719,152,221,181,660,581,700,671,716,928
"gene-SA0988",1548,335,445,99,111,126,508,426,529,369,339,542
"gene-SA0989",1593,568,602,193,203,196,853,950,1009,493,588,517
"gene-SA0990",3472,2476,2366,589,702,578,2931,3787,2947,1971,2203,3083
"gene-mutS2",4850,3754,3827,955,1153,1002,4671,6217,4740,3406,3714,5088
"gene-trxA",3468,3382,3819,747,819,739,4118,4536,4105,3332,4323,4087
"gene-uvrC",1704,1587,1160,308,247,206,1310,1422,1260,974,1000,1233
"gene-sdhC",5379,2438,2546,370,470,416,2676,3170,2740,1728,2139,2769
"gene-sdhA",25978,7222,8594,1919,2394,2165,10152,11915,9717,6316,7345,10669
"gene-sdhB",15639,4640,4986,1215,1441,1245,6876,7702,6542,4077,4624,6633
"gene-murI",1212,2593,2143,743,697,685,2713,2311,2588,2465,2581,3357
"gene-SA0998",881,2092,1644,535,481,503,2060,1618,2114,1983,2135,2832
"gene-SA0999",1117,2833,2299,624,598,585,2705,2013,2805,2708,2566,3317
"gene-SAS034",4,11,10,1,0,0,15,17,15,16,7,5
"gene-SA1000",192,600,649,641,613,643,1703,907,1563,1868,2798,2709
"gene-SA1001",37,25,45,24,28,28,49,43,43,56,58,77
"gene-SA1002",228,249,148,46,55,55,415,375,477,303,298,117
"gene-SA1003",37,67,108,61,60,57,163,119,165,318,399,340
"gene-SA1004",28,59,89,36,48,47,107,84,105,234,273,267
"gene-SAS035",124,85,115,37,43,36,137,64,130,249,328,275
"gene-SA1005",541,231,306,82,94,76,278,202,358,465,468,396
"gene-SA1006",0,0,0,0,0,0,0,0,0,0,0,0
"gene-SA1007",348,991,1187,2249,2532,2976,2838,1640,2903,2378,3424,3504
"gene-SA1008",827,450,474,77,78,69,645,520,714,582,506,537
"gene-SAS036",100,48,64,12,16,6,68,110,76,33,79,27
"gene-SA1009",102,75,77,26,44,29,95,84,93,85,96,92
"gene-SA1010",82,65,45,35,31,21,61,73,63,57,57,55
"gene-SA1011",55,66,39,31,38,34,55,66,69,69,46,70
"gene-argF",124,97,80,50,41,36,126,106,105,138,138,132
"gene-SA1013",166,119,95,64,81,55,129,105,128,164,132,174
"gene-SA1014",218,153,144,102,83,110,211,195,206,232,239,240
"gene-SA1015",2320,2329,2129,486,570,543,3699,3183,3902,2785,2937,2817
"gene-SA1016",1568,532,877,211,264,229,648,607,673,861,924,822
"gene-SA1017",148,293,227,54,70,40,390,294,385,357,321,352
"gene-SAtRNA18",43,8,15,11,16,12,58,44,33,20,34,21
"gene-SA1018",736,474,749,103,100,98,430,452,397,466,425,612
"gene-SA1019",1083,543,735,141,138,130,582,621,604,512,522,653
"gene-SA1020",3455,2641,2800,791,866,699,2878,3670,2883,2479,2632,3475
"gene-SA1021",24367,8936,7353,1798,2016,1996,9991,9619,10524,8586,9270,12514
"gene-SA1022",30171,10941,8246,2933,3337,3124,12024,12562,12011,9811,11650,15378
"gene-ftsL",7289,3737,2647,632,845,680,3622,4046,3907,2838,3425,4013
"gene-pbpA",26034,10367,7912,2557,3729,2346,15838,16929,15845,11457,13325,16906
"gene-mraY",3219,1177,695,231,333,220,2324,2301,2291,1135,1075,1210
"gene-murD",5696,2388,1508,606,636,468,4446,4516,4397,1952,2052,2747
"gene-div1b",6860,3685,2968,817,875,762,6618,6912,6465,3031,2945,4517
"gene-ftsA",42024,24552,24480,6222,6547,6447,35840,28597,38187,28137,27630,37817
"gene-ftsZ",47127,29764,31393,11142,11660,11303,51528,44584,50771,36168,43745,54471
"gene-SA1030",987,1552,1186,385,438,430,1895,1485,1854,1598,1736,1858
"gene-SA1031",11318,4989,6238,1519,1829,1486,5900,4644,6154,6344,7129,8422
"gene-SA1032",18397,6597,8455,2952,3473,2886,7733,7540,7668,7948,8996,10092
"gene-SA1033",4842,2856,2657,517,604,525,2861,2911,3413,2995,2938,2387
"gene-SA1034",4956,1485,1557,584,751,572,1977,1518,2100,2155,2133,2295
"gene-SA1035",12245,3456,4608,1369,1710,1423,4702,4197,4601,4324,4818,5747
"gene-ileS",7710,5915,7832,1922,2024,1756,11370,13287,11294,7723,8747,10674
"gene-SA1037",700,529,531,116,127,101,821,897,883,577,616,739
"gene-truncated(tnp)",7,8,5,4,1,1,5,6,9,2,4,4
"gene-lsp",1935,478,425,159,194,168,630,624,675,578,566,533
"gene-SA1040",7749,1903,1727,1249,1399,1155,2944,2767,2984,2358,2698,3067
"gene-pyrR",25418,1599,1600,704,1215,1036,5278,2635,5280,1909,2331,2029
"gene-pyrP",47682,894,940,548,1129,1040,3081,1749,3039,954,1488,982
"gene-pyrB",22860,977,1020,438,792,749,3203,1791,3171,893,1342,1136
"gene-pyrC",26519,1333,1572,854,1282,1355,5499,3532,5245,1321,2223,1779
"gene-pyrAA",20862,1271,1593,847,1190,1255,5486,3899,5404,1383,2311,2250
"gene-pyrAB",64293,4634,6040,3066,4207,4699,19446,16451,18160,6143,10276,11600
"gene-pyrF",11752,879,1148,513,659,739,3338,3246,3044,1469,2172,2504
"gene-pyrE",12953,991,1187,500,689,768,3487,3580,3482,1748,2655,3153
"gene-SA1049",4803,613,874,242,307,324,1580,1550,1670,1076,1335,1409
"gene-SA1050",913,451,565,165,179,178,529,478,536,479,527,658
"gene-SA1051",3316,1521,1799,648,718,671,1675,1721,1701,1891,2054,2103
